,Path,Length,Shruti,Stroke
1246,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225277__akshaylaya__thom-b-058.wav,5121.0,B,thom
1247,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225278__akshaylaya__thom-b-059.wav,4609.0,B,thom
1248,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225279__akshaylaya__thom-b-060.wav,8109.0,B,thom
1249,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225280__akshaylaya__thom-b-061.wav,4865.0,B,thom
1250,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225281__akshaylaya__thom-b-062.wav,9985.0,B,thom
1251,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225282__akshaylaya__thom-b-063.wav,4609.0,B,thom
1252,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225283__akshaylaya__thom-b-064.wav,17109.0,B,thom
1253,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225284__akshaylaya__thom-b-065.wav,9217.0,B,thom
1254,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225285__akshaylaya__thom-b-066.wav,15274.0,B,thom
1255,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225286__akshaylaya__thom-b-067.wav,9473.0,B,thom
1256,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225287__akshaylaya__thom-b-068.wav,12068.0,B,thom
1257,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225288__akshaylaya__thom-b-069.wav,5377.0,B,thom
1258,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225289__akshaylaya__thom-b-070.wav,5377.0,B,thom
1259,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225290__akshaylaya__thom-b-071.wav,4353.0,B,thom
1260,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225291__akshaylaya__thom-b-072.wav,5377.0,B,thom
1261,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225292__akshaylaya__thom-b-073.wav,4609.0,B,thom
1262,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225293__akshaylaya__thom-b-074.wav,4865.0,B,thom
1263,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225294__akshaylaya__thom-b-075.wav,4353.0,B,thom
1264,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225295__akshaylaya__thom-b-076.wav,8705.0,B,thom
1265,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225296__akshaylaya__thom-b-077.wav,9217.0,B,thom
1266,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225297__akshaylaya__thom-b-078.wav,9473.0,B,thom
1267,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225298__akshaylaya__thom-b-079.wav,6657.0,B,thom
1268,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225299__akshaylaya__thom-b-080.wav,5633.0,B,thom
1269,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225300__akshaylaya__thom-b-081.wav,5889.0,B,thom
1270,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225301__akshaylaya__thom-b-082.wav,5121.0,B,thom
1271,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225302__akshaylaya__thom-b-083.wav,6913.0,B,thom
1272,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225303__akshaylaya__thom-b-084.wav,6401.0,B,thom
1273,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225304__akshaylaya__thom-b-085.wav,6401.0,B,thom
1274,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225305__akshaylaya__thom-b-086.wav,6913.0,B,thom
1275,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225306__akshaylaya__thom-b-087.wav,7425.0,B,thom
1276,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225307__akshaylaya__thom-b-088.wav,6657.0,B,thom
1277,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225308__akshaylaya__thom-b-089.wav,9473.0,B,thom
1278,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225309__akshaylaya__thom-b-090.wav,9729.0,B,thom
1279,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225310__akshaylaya__thom-b-091.wav,4865.0,B,thom
1280,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225311__akshaylaya__thom-b-092.wav,4353.0,B,thom
1281,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225312__akshaylaya__thom-b-093.wav,4609.0,B,thom
1282,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225313__akshaylaya__thom-b-094.wav,4609.0,B,thom
1283,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225314__akshaylaya__thom-b-095.wav,9729.0,B,thom
1284,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225315__akshaylaya__thom-b-096.wav,9473.0,B,thom
1285,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225316__akshaylaya__thom-b-097.wav,8617.0,B,thom
1286,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225317__akshaylaya__thom-b-098.wav,4609.0,B,thom
1287,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225318__akshaylaya__thom-b-099.wav,4609.0,B,thom
1288,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225319__akshaylaya__thom-b-100.wav,14532.0,B,thom
1289,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225320__akshaylaya__thom-b-101.wav,8705.0,B,thom
1290,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225321__akshaylaya__thom-b-102.wav,8705.0,B,thom
1291,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225322__akshaylaya__thom-b-103.wav,9217.0,B,thom
1292,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225323__akshaylaya__thom-b-104.wav,5044.0,B,thom
1293,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225324__akshaylaya__thom-b-105.wav,18433.0,B,thom
1294,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225325__akshaylaya__thom-b-106.wav,9985.0,B,thom
1295,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225326__akshaylaya__thom-b-107.wav,9729.0,B,thom
1296,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225327__akshaylaya__thom-b-108.wav,17409.0,B,thom
1297,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225328__akshaylaya__thom-b-109.wav,17665.0,B,thom
1298,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225329__akshaylaya__thom-b-110.wav,9217.0,B,thom
1299,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225330__akshaylaya__thom-b-111.wav,8961.0,B,thom
1300,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225331__akshaylaya__thom-b-112.wav,8961.0,B,thom
1301,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225332__akshaylaya__thom-b-113.wav,8705.0,B,thom
1302,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225333__akshaylaya__thom-b-114.wav,9217.0,B,thom
1303,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225334__akshaylaya__thom-b-115.wav,8961.0,B,thom
1304,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225335__akshaylaya__thom-b-116.wav,9473.0,B,thom
1305,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225336__akshaylaya__thom-b-117.wav,4865.0,B,thom
1306,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225337__akshaylaya__thom-b-118.wav,4609.0,B,thom
1307,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225338__akshaylaya__thom-b-119.wav,4353.0,B,thom
1308,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225339__akshaylaya__thom-b-120.wav,4609.0,B,thom
1309,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225340__akshaylaya__thom-b-121.wav,4609.0,B,thom
1310,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225341__akshaylaya__thom-b-122.wav,4865.0,B,thom
1311,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225342__akshaylaya__thom-b-123.wav,4353.0,B,thom
1312,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225343__akshaylaya__thom-b-124.wav,4353.0,B,thom
1313,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225344__akshaylaya__thom-b-125.wav,4609.0,B,thom
1314,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225345__akshaylaya__thom-b-126.wav,8449.0,B,thom
1315,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225346__akshaylaya__thom-b-127.wav,4865.0,B,thom
1316,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225347__akshaylaya__thom-b-128.wav,4865.0,B,thom
1317,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225348__akshaylaya__thom-b-129.wav,4609.0,B,thom
1318,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225349__akshaylaya__thom-b-130.wav,4609.0,B,thom
1319,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225350__akshaylaya__thom-b-131.wav,4865.0,B,thom
1320,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225351__akshaylaya__thom-b-132.wav,4609.0,B,thom
1321,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225352__akshaylaya__thom-b-133.wav,4865.0,B,thom
1322,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225353__akshaylaya__thom-b-134.wav,4609.0,B,thom
1323,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225354__akshaylaya__thom-b-135.wav,4865.0,B,thom
1324,/content/gdrive/My Drive/mridangam_stroke_1.0/B/225355__akshaylaya__thom-b-136.wav,4609.0,B,thom
1325,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225356__akshaylaya__bheem-c-001.wav,28547.0,C,bheem
1326,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225357__akshaylaya__bheem-c-002.wav,18433.0,C,bheem
1327,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225358__akshaylaya__bheem-c-003.wav,24375.0,C,bheem
1328,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225359__akshaylaya__cha-c-001.wav,4097.0,C,cha
1329,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225360__akshaylaya__cha-c-002.wav,8705.0,C,cha
1330,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225361__akshaylaya__cha-c-003.wav,4609.0,C,cha
1331,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225362__akshaylaya__cha-c-004.wav,8449.0,C,cha
1332,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225363__akshaylaya__cha-c-005.wav,8961.0,C,cha
1333,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225364__akshaylaya__cha-c-006.wav,8961.0,C,cha
1334,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225365__akshaylaya__cha-c-007.wav,4609.0,C,cha
1335,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225366__akshaylaya__cha-c-008.wav,4353.0,C,cha
1336,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225367__akshaylaya__cha-c-009.wav,4353.0,C,cha
1337,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225368__akshaylaya__cha-c-010.wav,4353.0,C,cha
1338,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225369__akshaylaya__cha-c-011.wav,4609.0,C,cha
1339,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225370__akshaylaya__cha-c-012.wav,4353.0,C,cha
1340,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225371__akshaylaya__cha-c-013.wav,4353.0,C,cha
1341,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225372__akshaylaya__cha-c-014.wav,4353.0,C,cha
1342,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225373__akshaylaya__cha-c-015.wav,7937.0,C,cha
1343,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225374__akshaylaya__cha-c-016.wav,8449.0,C,cha
1344,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225375__akshaylaya__cha-c-017.wav,8193.0,C,cha
1345,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225376__akshaylaya__cha-c-018.wav,4353.0,C,cha
1346,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225377__akshaylaya__cha-c-019.wav,4609.0,C,cha
1347,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225378__akshaylaya__cha-c-020.wav,8193.0,C,cha
1348,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225379__akshaylaya__cha-c-021.wav,8449.0,C,cha
1349,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225380__akshaylaya__cha-c-022.wav,4353.0,C,cha
1350,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225381__akshaylaya__cha-c-023.wav,8705.0,C,cha
1351,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225382__akshaylaya__cha-c-024.wav,4353.0,C,cha
1352,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225383__akshaylaya__cha-c-025.wav,8705.0,C,cha
1353,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225384__akshaylaya__cha-c-026.wav,4353.0,C,cha
1354,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225385__akshaylaya__cha-c-027.wav,8705.0,C,cha
1355,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225386__akshaylaya__cha-c-028.wav,4609.0,C,cha
1356,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225387__akshaylaya__cha-c-029.wav,8449.0,C,cha
1357,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225388__akshaylaya__cha-c-030.wav,8705.0,C,cha
1358,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225389__akshaylaya__cha-c-031.wav,4609.0,C,cha
1359,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225390__akshaylaya__cha-c-032.wav,8449.0,C,cha
1360,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225391__akshaylaya__cha-c-033.wav,8193.0,C,cha
1361,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225392__akshaylaya__cha-c-034.wav,4865.0,C,cha
1362,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225393__akshaylaya__cha-c-035.wav,8449.0,C,cha
1363,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225394__akshaylaya__cha-c-036.wav,4609.0,C,cha
1364,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225395__akshaylaya__cha-c-037.wav,8705.0,C,cha
1365,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225396__akshaylaya__cha-c-038.wav,4353.0,C,cha
1366,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225397__akshaylaya__cha-c-039.wav,4353.0,C,cha
1367,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225398__akshaylaya__cha-c-040.wav,4609.0,C,cha
1368,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225399__akshaylaya__cha-c-041.wav,4609.0,C,cha
1369,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225400__akshaylaya__cha-c-042.wav,4353.0,C,cha
1370,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225401__akshaylaya__cha-c-043.wav,4609.0,C,cha
1371,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225402__akshaylaya__cha-c-044.wav,4097.0,C,cha
1372,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225403__akshaylaya__cha-c-045.wav,8449.0,C,cha
1373,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225404__akshaylaya__cha-c-046.wav,4353.0,C,cha
1374,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225405__akshaylaya__cha-c-047.wav,4865.0,C,cha
1375,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225406__akshaylaya__cha-c-048.wav,4097.0,C,cha
1376,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225407__akshaylaya__cha-c-049.wav,8193.0,C,cha
1377,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225408__akshaylaya__cha-c-050.wav,4353.0,C,cha
1378,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225409__akshaylaya__dheem-c-001.wav,17921.0,C,dheem
1379,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225410__akshaylaya__dheem-c-002.wav,17409.0,C,dheem
1380,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225411__akshaylaya__dheem-c-003.wav,16641.0,C,dheem
1381,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225412__akshaylaya__dheem-c-004.wav,16129.0,C,dheem
1382,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225413__akshaylaya__dheem-c-005.wav,16897.0,C,dheem
1383,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225414__akshaylaya__dheem-c-006.wav,17153.0,C,dheem
1384,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225415__akshaylaya__dheem-c-007.wav,17409.0,C,dheem
1385,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225416__akshaylaya__dheem-c-008.wav,17921.0,C,dheem
1386,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225417__akshaylaya__dheem-c-009.wav,8193.0,C,dheem
1387,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225418__akshaylaya__dheem-c-010.wav,8705.0,C,dheem
1388,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225419__akshaylaya__dheem-c-011.wav,8705.0,C,dheem
1389,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225420__akshaylaya__dheem-c-012.wav,17409.0,C,dheem
1390,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225421__akshaylaya__dheem-c-013.wav,8705.0,C,dheem
1391,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225422__akshaylaya__dheem-c-014.wav,17409.0,C,dheem
1392,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225423__akshaylaya__dheem-c-015.wav,17153.0,C,dheem
1393,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225424__akshaylaya__dheem-c-016.wav,18466.0,C,dheem
1394,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225425__akshaylaya__dheem-c-017.wav,9217.0,C,dheem
1395,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225426__akshaylaya__dheem-c-018.wav,8961.0,C,dheem
1396,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225427__akshaylaya__dheem-c-019.wav,8961.0,C,dheem
1397,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225428__akshaylaya__dheem-c-020.wav,8705.0,C,dheem
1398,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225429__akshaylaya__dheem-c-021.wav,8705.0,C,dheem
1399,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225430__akshaylaya__dheem-c-022.wav,7427.0,C,dheem
1400,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225431__akshaylaya__dheem-c-023.wav,16897.0,C,dheem
1401,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225432__akshaylaya__dheem-c-024.wav,4353.0,C,dheem
1402,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225433__akshaylaya__dheem-c-025.wav,4609.0,C,dheem
1403,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225434__akshaylaya__dheem-c-026.wav,4353.0,C,dheem
1404,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225435__akshaylaya__dheem-c-027.wav,4609.0,C,dheem
1405,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225436__akshaylaya__dheem-c-028.wav,8961.0,C,dheem
1406,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225437__akshaylaya__dheem-c-029.wav,4353.0,C,dheem
1407,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225438__akshaylaya__dheem-c-030.wav,4609.0,C,dheem
1408,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225439__akshaylaya__dheem-c-031.wav,4609.0,C,dheem
1409,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225440__akshaylaya__dheem-c-032.wav,4865.0,C,dheem
1410,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225441__akshaylaya__dheem-c-033.wav,7768.0,C,dheem
1411,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225442__akshaylaya__dheem-c-034.wav,19201.0,C,dheem
1412,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225443__akshaylaya__dheem-c-035.wav,19457.0,C,dheem
1413,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225444__akshaylaya__dheem-c-036.wav,19201.0,C,dheem
1414,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225445__akshaylaya__dheem-c-037.wav,18689.0,C,dheem
1415,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225446__akshaylaya__dheem-c-038.wav,18433.0,C,dheem
1416,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225447__akshaylaya__dheem-c-039.wav,17665.0,C,dheem
1417,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225448__akshaylaya__dheem-c-040.wav,18689.0,C,dheem
1418,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225449__akshaylaya__dheem-c-041.wav,8961.0,C,dheem
1419,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225450__akshaylaya__dheem-c-042.wav,8449.0,C,dheem
1420,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225451__akshaylaya__dheem-c-043.wav,8705.0,C,dheem
1421,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225452__akshaylaya__dheem-c-044.wav,8961.0,C,dheem
1422,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225453__akshaylaya__dheem-c-045.wav,19713.0,C,dheem
1423,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225454__akshaylaya__dheem-c-046.wav,8193.0,C,dheem
1424,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225455__akshaylaya__dheem-c-047.wav,8961.0,C,dheem
1425,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225456__akshaylaya__dheem-c-048.wav,8449.0,C,dheem
1426,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225457__akshaylaya__dheem-c-049.wav,8449.0,C,dheem
1427,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225458__akshaylaya__dheem-c-050.wav,8449.0,C,dheem
1428,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225459__akshaylaya__dheem-c-051.wav,8705.0,C,dheem
1429,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225460__akshaylaya__dheem-c-052.wav,8961.0,C,dheem
1430,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225461__akshaylaya__dheem-c-053.wav,9217.0,C,dheem
1431,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225462__akshaylaya__dheem-c-054.wav,8705.0,C,dheem
1432,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225463__akshaylaya__dheem-c-055.wav,9217.0,C,dheem
1433,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225464__akshaylaya__dheem-c-056.wav,18177.0,C,dheem
1434,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225465__akshaylaya__dheem-c-057.wav,9473.0,C,dheem
1435,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225466__akshaylaya__dheem-c-058.wav,8961.0,C,dheem
1436,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225467__akshaylaya__dheem-c-059.wav,8372.0,C,dheem
1437,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225468__akshaylaya__dheem-c-060.wav,8961.0,C,dheem
1438,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225469__akshaylaya__dheem-c-061.wav,8961.0,C,dheem
1439,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225470__akshaylaya__dheem-c-062.wav,9217.0,C,dheem
1440,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225471__akshaylaya__dheem-c-063.wav,8961.0,C,dheem
1441,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225472__akshaylaya__dheem-c-064.wav,8705.0,C,dheem
1442,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225473__akshaylaya__dheem-c-065.wav,8491.0,C,dheem
1443,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225474__akshaylaya__dheem-c-066.wav,8961.0,C,dheem
1444,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225475__akshaylaya__dheem-c-067.wav,18945.0,C,dheem
1445,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225476__akshaylaya__dheem-c-068.wav,8705.0,C,dheem
1446,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225477__akshaylaya__dheem-c-069.wav,8705.0,C,dheem
1447,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225478__akshaylaya__dheem-c-070.wav,8705.0,C,dheem
1448,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225479__akshaylaya__dheem-c-071.wav,8961.0,C,dheem
1449,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225480__akshaylaya__dheem-c-072.wav,9473.0,C,dheem
1450,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225481__akshaylaya__dheem-c-073.wav,9473.0,C,dheem
1451,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225482__akshaylaya__dheem-c-074.wav,9473.0,C,dheem
1452,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225483__akshaylaya__dheem-c-075.wav,16641.0,C,dheem
1453,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225484__akshaylaya__dheem-c-076.wav,17921.0,C,dheem
1454,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225485__akshaylaya__dheem-c-077.wav,8961.0,C,dheem
1455,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225486__akshaylaya__dheem-c-078.wav,18689.0,C,dheem
1456,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225487__akshaylaya__dheem-c-079.wav,9729.0,C,dheem
1457,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225488__akshaylaya__dheem-c-080.wav,9473.0,C,dheem
1458,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225489__akshaylaya__dheem-c-081.wav,9217.0,C,dheem
1459,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225490__akshaylaya__dheem-c-082.wav,8961.0,C,dheem
1460,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225491__akshaylaya__dheem-c-083.wav,9217.0,C,dheem
1461,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225492__akshaylaya__dheem-c-084.wav,9473.0,C,dheem
1462,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225493__akshaylaya__dheem-c-085.wav,9473.0,C,dheem
1463,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225494__akshaylaya__dheem-c-086.wav,18433.0,C,dheem
1464,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225495__akshaylaya__dhin-c-001.wav,17665.0,C,dhin
1465,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225496__akshaylaya__dhin-c-002.wav,17153.0,C,dhin
1466,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225497__akshaylaya__dhin-c-003 (1).wav,16385.0,C,dhin
1467,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225497__akshaylaya__dhin-c-003.wav,16385.0,C,dhin
1468,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225498__akshaylaya__dhin-c-004.wav,16129.0,C,dhin
1469,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225499__akshaylaya__dhin-c-005.wav,7825.0,C,dhin
1470,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225500__akshaylaya__dhin-c-006.wav,17409.0,C,dhin
1471,/content/gdrive/My Drive/mridangam_stroke_1.0/C/225501__akshaylaya__dhin-c-007.wav,16897.0,C,dhin
